Description,App Name,App Link
"Our platform WRKiiT integrates Zoom by allowing users end-to-end booking, teaching, payment, and marketing experiences.With our online platform, all the touchpoints of the scheduling, teaching, and payment systems are orchestrated together end-to-end so that users only need to manage a single system. Provide your students and clients with live individual and group sessions using Zoom Meetings.In addition, to live classes, WRKiiT allows you to easily record, share, and upload your Zoom recorded sessions onto your business video channel. As a result, you can curate content that best represents your trade, curriculum, or session plans. Furthermore, the Zoom recording service enables you to create content in WRKiiT for class demos, marketing, and other services that promote interest in your business.Admin sucks! WRKiiT supports our users and founding instructors effectively by removing administrative work so that you can show up and do what you do best. Get started with a  WRKiiT team member today!",WRKiiT Beta,No Link Available
"Optimize Hybrid Events and Office Integration with eZ-XPO and ZoomEnhance your hybrid events, including trade shows, summits, classrooms, job fairs, and Hybrid Office, by seamlessly integrating eZ-XPO with Zoom. This collaboration simplifies web conferencing, allowing users to create and manage event-based learning sessions effortlessly, generate Zoom meeting links, and access recordings within the eZ-XPO platform.Extend the benefits beyond learning events— participants can leverage Zoom for live pitches and content presentations directly within eZ-XPO, facilitating dynamic buyer engagement. Elevate your hybrid event and office experience with eZ-XPO and Zoom, offering a comprehensive solution for seamless web conferencing and dynamic sales enablement in both physical and virtual settings.",eZ-XPO Hybrid Event and Work Made Easy,No Link Available
"Optimize Hybrid Events and Office Integration with eZ-XPO and ZoomEnhance your hybrid events, including trade shows, summits, classrooms, job fairs, and Hybrid Office, by seamlessly integrating eZ-XPO with Zoom. This collaboration simplifies web conferencing, allowing users to create and manage event-based learning sessions effortlessly, generate Zoom meeting links, and access recordings within the eZ-XPO platform.Extend the benefits beyond learning events— participants can leverage Zoom for live pitches and content presentations directly within eZ-XPO, facilitating dynamic buyer engagement. Elevate your hybrid event and office experience with eZ-XPO and Zoom, offering a comprehensive solution for seamless web conferencing and dynamic sales enablement in both physical and virtual settings.",eZ-XPO  Hybrid Event and Work Made Easy ,No Link Available
"Workvivo is the engaging central communication hub for your organization and the go-to place for employees to access all of your corporate applications and resources.Workvivo's Zoom integration enables you to connect Zoom meetings to your Workvivo events, automatically keeping meeting titles, descriptions and schedules in sync as you create, update and delete events in Workvivo. Users can easily join the associated Zoom meeting simply by clicking on the ""Open in Zoom"" link on the meeting in Workvivo.",Workvivo,No Link Available
"Workvivo is the engaging central communication hub for your organization and the go-to place for employees to access all of your corporate applications and resources.Workvivo's Zoom integration enables you to connect Zoom meetings to your Workvivo events, automatically keeping meeting titles, descriptions and schedules in sync as you create, update and delete events in Workvivo. Users can easily join the associated Zoom meeting simply by clicking on the ""Open in Zoom"" link on the meeting in Workvivo.",Workvivo.us,No Link Available
"Capture data that matters from conversations to save time, automate workflows and understand your users.The privacy-first AI platform for communications. Get industry-specific data and real-time insights from conversations. Build on APIs or use out-of-the-box applications.Manage your Zoom meetings inside the Zocks. Automatically run configured intelligence features at meeting finish, re-run or execute additional features on-demand on any previous meetings.",Zocks.io,No Link Available
"Capture data that matters from conversations to save time, automate workflows and understand your users.The privacy-first AI platform for communications. Get industry-specific data and real-time insights from conversations. Build on APIs or use out-of-the-box applications.Manage your Zoom meetings inside the Zocks. Automatically run configured intelligence features at meeting finish, re-run or execute additional features on-demand on any previous meetings.",Zocks Meeting,No Link Available
"This integration with easy set-up allows JobDiva users to initiate outgoing Zoom calls directly from JobDiva and to also receive incoming Zoom calls on their desktop screens. Once Zoom is set as the default VOIP service for JobDiva users, clicking on the phone dial icon next to a contact’s or candidate’s name on their JobDiva record will open a Zoom desktop app window, pre-populated with the phone number and ready to dial.This process is bi-directional; contacts and candidates will be able to call the user back and a Zoom pop-up window will appear on the user’s screen.Each call will be automatically documented in the Notes section on the contact and candidate records.The integration also allows SMS communications sent in Zoom to be recorded automatically as notes in JobDiva.",JobDiva VOIP & SMS,No Link Available
"This integration with easy set-up allows JobDiva users to initiate outgoing Zoom calls directly from JobDiva and to also receive incoming Zoom calls on their desktop screens. Once Zoom is set as the default VOIP service for JobDiva users, clicking on the phone dial icon next to a contact’s or candidate’s name on their JobDiva record will open a Zoom desktop app window, pre-populated with the phone number and ready to dial.This process is bi-directional; contacts and candidates will be able to call the user back and a Zoom pop-up window will appear on the user’s screen.Each call will be automatically documented in the Notes section on the contact and candidate records.The integration also allows SMS communications sent in Zoom to be recorded automatically as notes in JobDiva.",JobDiva VOIP & SMS - UK,No Link Available
"Introducing NaroNaro is an always-on sales knowledge assistant that helps sales teams organize and surface the right content and knowledge in every customer interaction. Naro unites all of the content across your organization -- from seller snippets and responses to marketing materials and case studies -- and proactively suggests the right responses when you need it without the need to search.Naro + Zoom = Automatic Sales Follow-upsNaro is your secret weapon for transforming your Zoom recordings into smart, relevant, actionable follow-up emails. Beyond simply summarizing your calls, we dig deep to identify follow-up opportunities, address objections, and answer open questions using content and knowledge in your organization. But we don’t stop there – Naro takes it a step further by crafting personalized follow-up emails on your behalf. This means less time spent on post-call admin work and more time focused on what truly matters – building stronger relationships and closing deals.",Naro,No Link Available
"Introducing NaroNaro is an always-on sales knowledge assistant that helps sales teams organize and surface the right content and knowledge in every customer interaction. Naro unites all of the content across your organization -- from seller snippets and responses to marketing materials and case studies -- and proactively suggests the right responses when you need it without the need to search.Naro + Zoom = Automatic Sales Follow-upsNaro is your secret weapon for transforming your Zoom recordings into smart, relevant, actionable follow-up emails. Beyond simply summarizing your calls, we dig deep to identify follow-up opportunities, address objections, and answer open questions using content and knowledge in your organization. But we don’t stop there – Naro takes it a step further by crafting personalized follow-up emails on your behalf. This means less time spent on post-call admin work and more time focused on what truly matters – building stronger relationships and closing deals.",Naro AI Notetaker,No Link Available
"RealityCheck is a Zoom plugin built by Beyond Identity to combat the rise of deepfake and generative AI fraud, which poses significant risks to personal and organizational security. RealityCheck achieves this by first, validating users with phishing-resistant, zero trust authentication and second, displaying visual validation of authentication assurance.The displayed verification has two components:Badge on Video Stream: Each participant's video stream features a badge that indicates their authentication status.Security Side Panel: This panel provides detailed authentication claims for each user in the meeting.By implementing these methods of displaying authentication information, RealityCheck empowers  users with the information they need to verify the identities of meeting participants, fostering a higher level of trust and confirming that individuals are indeed who they claim to be.NOTE: this application requires Beyond Identity authentication. Please visit the Beyond Identity website for more information.",RealityCheck by Beyond Identity,No Link Available
"RealityCheck is a Zoom plugin built by Beyond Identity to combat the rise of deepfake and generative AI fraud, which poses significant risks to personal and organizational security. RealityCheck achieves this by first, validating users with phishing-resistant, zero trust authentication and second, displaying visual validation of authentication assurance.The displayed verification has two components:Badge on Video Stream: Each participant's video stream features a badge that indicates their authentication status.Security Side Panel: This panel provides detailed authentication claims for each user in the meeting.By implementing these methods of displaying authentication information, RealityCheck empowers  users with the information they need to verify the identities of meeting participants, fostering a higher level of trust and confirming that individuals are indeed who they claim to be.NOTE: this application requires Beyond Identity authentication. Please visit the Beyond Identity website for more information.",RealityCheck - Deepfake Prevention for Zoom,No Link Available
"RealityCheck is a Zoom plugin built by Beyond Identity to combat the rise of deepfake and generative AI fraud, which poses significant risks to personal and organizational security. RealityCheck achieves this by first, validating users with phishing-resistant, zero trust authentication and second, displaying visual validation of authentication assurance.The displayed verification has two components:Badge on Video Stream: Each participant's video stream features a badge that indicates their authentication status.Security Side Panel: This panel provides detailed authentication claims for each user in the meeting.By implementing these methods of displaying authentication information, RealityCheck empowers  users with the information they need to verify the identities of meeting participants, fostering a higher level of trust and confirming that individuals are indeed who they claim to be.NOTE: this application requires Beyond Identity authentication. Please visit the Beyond Identity website for more information.",RealityCheck by Beyond Identity v2,No Link Available
"Hire an AI sales coach for your team!Introducing Wonderway Coach, the ultimate sales coaching app that seamlessly integrates with Zoom. Unlock the full potential of your sales team with this powerful combination of AI-driven insights and real-time feedback.With Wonderway Coach, you can wave goodbye to tedious scorecard filling and hours spent listening to sales calls. Our intelligent AI system automatically fills coaching scorecards for every call, saving managers precious time and effort. But that's just the beginning.By integrating with Zoom, Wonderway Coach revolutionizes your sales QA process. Immediately after a sales call is finished recording in Zoom, our app provides you with valuable feedback. Imagine the power of instant insights! Wonderway Coach analyzes each call, identifies the strengths and weaknesses of your sales reps, and pinpoints what sets your top performers apart.Not only does Wonderway Coach provide you with valuable feedback, but it also allows you to monitor playbook adherence across your sales team. You can easily check who is following the playbook and who isn't, ensuring consistent and effective sales strategies throughout your organization.Wonderway Coach becomes your personal sales guru, guiding your reps towards improvement. It uncovers the secrets of top performers, highlighting what they do differently so that others can learn and emulate their success. Our app provides actionable recommendations on how to improve, helping your sales reps reach their full potential.By leveraging the power of Zoom integration, Wonderway Coach enables you to save countless hours that would have been spent reviewing sales calls manually. Our app streamlines the process, giving you real-time insights without the need for time-consuming manual analysis.Empower your reps with Wonderway Coach and the Zoom integration, and witness remarkable growth in your sales performance. Get started today and unlock the true potential of your sales team!",Verity - previously Wonderway Coach,No Link Available
"Hire an AI sales coach for your team!Introducing Wonderway Coach, the ultimate sales coaching app that seamlessly integrates with Zoom. Unlock the full potential of your sales team with this powerful combination of AI-driven insights and real-time feedback.With Wonderway Coach, you can wave goodbye to tedious scorecard filling and hours spent listening to sales calls. Our intelligent AI system automatically fills coaching scorecards for every call, saving managers precious time and effort. But that's just the beginning.By integrating with Zoom, Wonderway Coach revolutionizes your sales QA process. Immediately after a sales call is finished recording in Zoom, our app provides you with valuable feedback. Imagine the power of instant insights! Wonderway Coach analyzes each call, identifies the strengths and weaknesses of your sales reps, and pinpoints what sets your top performers apart.Not only does Wonderway Coach provide you with valuable feedback, but it also allows you to monitor playbook adherence across your sales team. You can easily check who is following the playbook and who isn't, ensuring consistent and effective sales strategies throughout your organization.Wonderway Coach becomes your personal sales guru, guiding your reps towards improvement. It uncovers the secrets of top performers, highlighting what they do differently so that others can learn and emulate their success. Our app provides actionable recommendations on how to improve, helping your sales reps reach their full potential.By leveraging the power of Zoom integration, Wonderway Coach enables you to save countless hours that would have been spent reviewing sales calls manually. Our app streamlines the process, giving you real-time insights without the need for time-consuming manual analysis.Empower your reps with Wonderway Coach and the Zoom integration, and witness remarkable growth in your sales performance. Get started today and unlock the true potential of your sales team!",Wonderway Coach,No Link Available
"ZenAdmin is a comprehensive platform designed to help businesses manage their people, apps, and devices in one place. We serve as the primary source of truth, facilitating businesses in delivering the best employee lifecycle experience, no matter where their teams are located. Our platform connects employee data across every system within a company, streamlining administrative tasks across IT, HR, and Finance departments.ZenAdmin helps organisations with:- Global procurement, storage and logistics- End-to-end device management with MDM support- Real-time, 24/7 IT support- Automated Onboarding & Offboarding- Optimising SaaS utilisation and costsZenAdmin empowers organisations to effortlessly monitor Zoom license holders and their usage patterns by integrating with Zoom. With ZenAdmin, you will get comprehensive insights into individual user engagement, easy license management, and seamless account provisioning within the Zoom platform.",ZenAdmin AI,No Link Available
"ZenAdmin is a comprehensive platform designed to help businesses manage their people, apps, and devices in one place. We serve as the primary source of truth, facilitating businesses in delivering the best employee lifecycle experience, no matter where their teams are located. Our platform connects employee data across every system within a company, streamlining administrative tasks across IT, HR, and Finance departments.ZenAdmin helps organisations with:- Global procurement, storage and logistics- End-to-end device management with MDM support- Real-time, 24/7 IT support- Automated Onboarding & Offboarding- Optimising SaaS utilisation and costsZenAdmin empowers organisations to effortlessly monitor Zoom license holders and their usage patterns by integrating with Zoom. With ZenAdmin, you will get comprehensive insights into individual user engagement, easy license management, and seamless account provisioning within the Zoom platform.",ZenAdmin,No Link Available
"Get Better Visibility of your Zoom Data with Nectar DXPThe Zoom Admin Dashboard is an excellent meeting/webinar focused tool that allows you to see all your live and past meetings/webinars. It is not as well suited for finding and solving quality-related issues. Nectar DXP makes it easy to find issues that may be affecting your Zoom user's meeting experience.See if any of your corporate locations are having network quality issues.Find who had quality issues within a meeting with our easy-to-use Gantt chart meeting view.Quickly find all the Zoom meetings a particular user has participated in as either an organizer or participant.Get actionable insights into poor quality issues that may be affecting multiple users at a corporate location, or even at the user's home ISP level.Create customized, automated reports that can tell whatever story your management team requiresGet alerted in near-real time when specific users or locations are having quality issuesCompare Zoom usage against other platforms such as Microsoft Teams, Skype for Business, Cisco and Avaya.NOTE: This app is meant for customers of NWN Carousel. For customers not affiliated with NWN Carousel, please use either Nectar DXP - EU or Nectar DXP - US. For customers wishing to trial Nectar DXP, please use Nectar DXP - Demo.",NWN Carousel Reporting,No Link Available
"Get Better Visibility of your Zoom Data with Nectar DXPThe Zoom Admin Dashboard is an excellent meeting/webinar focused tool that allows you to see all your live and past meetings/webinars. It is not as well suited for finding and solving quality-related issues. Nectar DXP makes it easy to find issues that may be affecting your Zoom user's meeting experience.See if any of your corporate locations are having network quality issues.Find who had quality issues within a meeting with our easy-to-use Gantt chart meeting view.Quickly find all the Zoom meetings a particular user has participated in as either an organizer or participant.Get actionable insights into poor quality issues that may be affecting multiple users at a corporate location, or even at the user's home ISP level.Create customized, automated reports that can tell whatever story your management team requiresGet alerted in near-real time when specific users or locations are having quality issuesCompare Zoom usage against other platforms such as Microsoft Teams, Skype for Business, Cisco and Avaya.NOTE: This app is meant for customers of NWN Carousel. For customers not affiliated with NWN Carousel, please use either Nectar DXP - EU or Nectar DXP - US. For customers wishing to trial Nectar DXP, please use Nectar DXP - Demo.",Nectar DXP - NWN,No Link Available
"Recruit CRM stands out as a user-friendly recruiting solution, celebrated for its powerful AI-driven features like workflow automations,  resume parsing, candidate matching, and GPT integration. The platform offers a Chrome sourcing extension that simplifies finding the right candidates and clients, while its 100% customizable nature ensures a tailored hiring experience.What truly distinguishes Recruit CRM are its enterprise-grade integrations and automation capabilities. With the ability to connect over 5000 apps, the platform enables recruiters to execute lightweight automated tasks and navigate complex processes effortlessly, all without the need for coding expertise.For recruiters on the move, Recruit CRM’s native iOS and Android apps provide comprehensive recruitment management capabilities at your fingertips, ensuring you're always connected, no matter where you are.The platform also facilitates collaboration through features like hotlists and scheduling tools, boosting team productivity. With an extensive suite of reports and dashboards, Recruit CRM enables streamlined data analysis. Its advanced search capabilities ensure the precise and efficient identification of candidates, organizing the recruitment process effectively and making Recruit CRM the top choice for recruitment professionals aiming for high efficiency and customization in their recruiting workflows.Integrating Zoom meeting link creation directly into Recruit CRM, providing recruiters the ability to schedule video meetings seamlessly while creating any meeting from RecruitCRM web/mobile app. This will be achieved by adding ""Zoom"" options when creating a new meeting event. When selected, Recruit CRM will generate unique meeting links for the meeting, which can be shared with the meeting participantsEnable recruiters to schedule Zoom meetings while adding/updating a meeting within Recruit CRM web/mobile app.",Recruit CRM,No Link Available
"Recruit CRM stands out as a user-friendly recruiting solution, celebrated for its powerful AI-driven features like workflow automations,  resume parsing, candidate matching, and GPT integration. The platform offers a Chrome sourcing extension that simplifies finding the right candidates and clients, while its 100% customizable nature ensures a tailored hiring experience.What truly distinguishes Recruit CRM are its enterprise-grade integrations and automation capabilities. With the ability to connect over 5000 apps, the platform enables recruiters to execute lightweight automated tasks and navigate complex processes effortlessly, all without the need for coding expertise.For recruiters on the move, Recruit CRM’s native iOS and Android apps provide comprehensive recruitment management capabilities at your fingertips, ensuring you're always connected, no matter where you are.The platform also facilitates collaboration through features like hotlists and scheduling tools, boosting team productivity. With an extensive suite of reports and dashboards, Recruit CRM enables streamlined data analysis. Its advanced search capabilities ensure the precise and efficient identification of candidates, organizing the recruitment process effectively and making Recruit CRM the top choice for recruitment professionals aiming for high efficiency and customization in their recruiting workflows.Integrating Zoom meeting link creation directly into Recruit CRM, providing recruiters the ability to schedule video meetings seamlessly while creating any meeting from RecruitCRM web/mobile app. This will be achieved by adding ""Zoom"" options when creating a new meeting event. When selected, Recruit CRM will generate unique meeting links for the meeting, which can be shared with the meeting participantsEnable recruiters to schedule Zoom meetings while adding/updating a meeting within Recruit CRM web/mobile app.",RecruitCRM,No Link Available
"Spinach AI saves you hours a week by automating repetitive tasks:⚡️ Builds agendas and runs meetings (in Zoom)⚡️ Shares instant meeting notes (in email or Slack)⚡️ Meeting templates for standup, weekly syncs, user research, + more⚡️ Creates action items and updates your board (Jira, Trello, Asana, + more)⚡️ Provides a searchable knowledge base of team decisions (Confluence, Notion, Docs)🥬 Join teams like Atlassian, BetterUp, and Nascar transforming their meeting habits with Spinach.io.""With Spinach, Zoom conversations instantly turn into clear action items and Jira tickets, streamlining the team’s workflow and accelerating development cycles""  — Liron Deutsch | Group Product Manager | Atlassian🙋🏻 Feedback? Questions? Need Help? Email us anytime at hello@spinach.io.",Spinach AI Project Manager,No Link Available
"Spinach AI saves you hours a week by automating repetitive tasks:⚡️ Builds agendas and runs meetings (in Zoom)⚡️ Shares instant meeting notes (in email or Slack)⚡️ Meeting templates for standup, weekly syncs, user research, + more⚡️ Creates action items and updates your board (Jira, Trello, Asana, + more)⚡️ Provides a searchable knowledge base of team decisions (Confluence, Notion, Docs)🥬 Join teams like Atlassian, BetterUp, and Nascar transforming their meeting habits with Spinach.io.""With Spinach, Zoom conversations instantly turn into clear action items and Jira tickets, streamlining the team’s workflow and accelerating development cycles""  — Liron Deutsch | Group Product Manager | Atlassian🙋🏻 Feedback? Questions? Need Help? Email us anytime at hello@spinach.io.",Spinach AI,No Link Available
"Elevate Your Virtual Training: GTM Buddy & ZoomEffortless Course Creation & Delivery:Build engaging courses with videos, quizzes, and simulations in GTM Buddy.Tailor content to different learning styles and needs.Schedule sessions seamlessly with an integrated Zoom calendar for automatic invites.Eliminate manual attendance tracking through automated reports.Enhanced Learner Collaboration & Engagement:Invite learners directly to VILT sessions within GTM Buddy.Motivate participation with pre-session materials and assessments.Conduct live, interactive assessments with diverse question formats.Adapt assessments to individual performance for a personalized experience.Data-Driven Insights for Improvement:Gain detailed reports on learner performance and session effectiveness.Identify areas for improvement and tailor future sessions for optimal results.Focus on delivering impactful training while leaving administrative tasks behind.GTM Buddy & Zoom: A Powerful CombinationBy leveraging both platforms, you can create:Seamless: Effortless course creation, scheduling, and attendance tracking.Engaging: Interactive learning materials, live assessments, and personalized experiences.Data-driven: Insights to improve training effectiveness and learner outcomes.Focus on what matters: Deliver impactful training, not manage administrative tasks.In essence, GTM Buddy and Zoom empower you to create VILT experiences that are not just informative, but truly engaging and data-driven, maximizing training impact while minimizing administrative burden.",GTM Buddy App,No Link Available
"Elevate Your Virtual Training: GTM Buddy & ZoomEffortless Course Creation & Delivery:Build engaging courses with videos, quizzes, and simulations in GTM Buddy.Tailor content to different learning styles and needs.Schedule sessions seamlessly with an integrated Zoom calendar for automatic invites.Eliminate manual attendance tracking through automated reports.Enhanced Learner Collaboration & Engagement:Invite learners directly to VILT sessions within GTM Buddy.Motivate participation with pre-session materials and assessments.Conduct live, interactive assessments with diverse question formats.Adapt assessments to individual performance for a personalized experience.Data-Driven Insights for Improvement:Gain detailed reports on learner performance and session effectiveness.Identify areas for improvement and tailor future sessions for optimal results.Focus on delivering impactful training while leaving administrative tasks behind.GTM Buddy & Zoom: A Powerful CombinationBy leveraging both platforms, you can create:Seamless: Effortless course creation, scheduling, and attendance tracking.Engaging: Interactive learning materials, live assessments, and personalized experiences.Data-driven: Insights to improve training effectiveness and learner outcomes.Focus on what matters: Deliver impactful training, not manage administrative tasks.In essence, GTM Buddy and Zoom empower you to create VILT experiences that are not just informative, but truly engaging and data-driven, maximizing training impact while minimizing administrative burden.",GTM Buddy,No Link Available
"Notta is an audio-to-text transcription service that supports 104 languages. You can get transcriptions by recording audio/video and uploading files.With Notta, you can convert speech into text in 104 languages such as English, Spanish, German, French, Portuguese, Chinese, Japanese, Hindi, and more. Notta makes it easy to capture and record both audio and video of meetings on Zoom, Google Meet, Microsoft Teams and Webex and generates real-time transcriptions in a flash. Notta now works on the Web, iOS, and Android platforms, so you can record and transcribe chats on the go. When you upload a recorded audio or video file, Notta will process the speech and create a transcript in minutes or seconds. Leave your least favorite part of the job to Notta and focus on your high-priority tasks!💡MAIN FEATURES OF NOTTA: - Capture and transcribe audio to text in real-time- Record and transcribe Zoom, Google Meet, MicrosoftTeams and Webex meetings automatically- Import audio/video files for post-recording transcription- Provide Google Drive/Dropbox links of media files for automated transcription- Support transcriptions in 104 languages and translate them into 42 languages- Record your screen, webcam, or both at the same time- Sync your calendar events and auto-record your online meetings with Notta Bot- Schedule in-person and virtual meetings with anyone via invitation links - Generate AI summary and action items powered by ChatGPT or Claude- Playback your recordings at multiple speeds- Search crucial info such as name, date, the location from all conversations- Tag speakers at any point during meetings- Push meeting transcripts to your Notion and Salesforce- Convert MP3 and MP4 files to text- Collaborate, and organize transcripts and audio recordings in your team workspace- Access from various devices such as PCs, mobile devices, and web browsers",Notta Bot,No Link Available
"Notta is an audio-to-text transcription service that supports 104 languages. You can get transcriptions by recording audio/video and uploading files.With Notta, you can convert speech into text in 104 languages such as English, Spanish, German, French, Portuguese, Chinese, Japanese, Hindi, and more. Notta makes it easy to capture and record both audio and video of meetings on Zoom, Google Meet, Microsoft Teams and Webex and generates real-time transcriptions in a flash. Notta now works on the Web, iOS, and Android platforms, so you can record and transcribe chats on the go. When you upload a recorded audio or video file, Notta will process the speech and create a transcript in minutes or seconds. Leave your least favorite part of the job to Notta and focus on your high-priority tasks!💡MAIN FEATURES OF NOTTA: - Capture and transcribe audio to text in real-time- Record and transcribe Zoom, Google Meet, MicrosoftTeams and Webex meetings automatically- Import audio/video files for post-recording transcription- Provide Google Drive/Dropbox links of media files for automated transcription- Support transcriptions in 104 languages and translate them into 42 languages- Record your screen, webcam, or both at the same time- Sync your calendar events and auto-record your online meetings with Notta Bot- Schedule in-person and virtual meetings with anyone via invitation links - Generate AI summary and action items powered by ChatGPT or Claude- Playback your recordings at multiple speeds- Search crucial info such as name, date, the location from all conversations- Tag speakers at any point during meetings- Push meeting transcripts to your Notion and Salesforce- Convert MP3 and MP4 files to text- Collaborate, and organize transcripts and audio recordings in your team workspace- Access from various devices such as PCs, mobile devices, and web browsers",Notta Meeting Assistant,No Link Available
"Sellular is a sales technology platform that your entire sales team will love. Every sales team member can plan, organize, and execute their end-to-end sales process from one streamlined interface. Increase productivityFree up your reps to spend more time selling.Less time toggling, automatic data logging, customizable views, and efficient workflows.Reduce admin timeReps no longer have to spend additional time updating Salesforceor your CRM. Capture all data as you go. No more need for offgrid work in spreadsheets or note apps. Execute your entire day in Sellular.Consolidate toolsYour team will love fewer clicks, less toggling, and better functionality.",Sellular,No Link Available
"Sellular is a sales technology platform that your entire sales team will love. Every sales team member can plan, organize, and execute their end-to-end sales process from one streamlined interface. Increase productivityFree up your reps to spend more time selling.Less time toggling, automatic data logging, customizable views, and efficient workflows.Reduce admin timeReps no longer have to spend additional time updating Salesforceor your CRM. Capture all data as you go. No more need for offgrid work in spreadsheets or note apps. Execute your entire day in Sellular.Consolidate toolsYour team will love fewer clicks, less toggling, and better functionality.",Sellular Meeting SDK,No Link Available
"Sembly transcribes, takes meeting notes, and generates insights for your professional meetingsSchedule, record, and review all meetings in one place!Aggregate discussions across all major conference platforms in one searchable, shareable, and secure meeting library. Turn your meetings into searchable records that live in one place.Search your meetings by keyword, key item, or attendee. Sembly agent will join any call it is invited to, introduce itself, and record the call. It can even attend a Zoom call when you’re not there!Navigate effortlessly through notes from your meeting generated automatically by AI. Each topic is clearly defined with detailed bullet points, allowing you to recall key discussions and decisions quickly.Focus on the discussion, Sembly will take meeting notes for you so that you’ll never miss an important decision, issue, risk, event, requirement and much more.Sembly supports 37+ languages in addition to English!Sembly is fluent in English, French, Spanish, German, Italian, Portuguese, Dutch, and Japanese.Semblian is ‘ChatGPT’-like for your meetings. Ask it questions or have it generate an email based on a meeting and get a cogent, professional worded response, saving you hours of manual work.Get valuable insights into meeting efficiency and effectiveness.Say goodbye to unproductive discussions and hello to actionable results.With Sembly Tasks, we’re revolutionizing the way your team manages tasks, empowering you to achieve more than ever before.Stay informed without attending!Can’t attend a meeting because you are double-booked? Send Sembly to the Zoom meeting instead.Easily upload audio or video files to generate a transcript, meeting notes, and insights for pre-recorded meetings.Automate your follow-upsAutomatically stream meeting notes and tasks to your tools with integrations. Stream meeting insights to common tools like Slack, Trello, Todo Apps, and more!",Sembly - AI Meeting Notes & Transcripts,No Link Available
"Sembly transcribes, takes meeting notes, and generates insights for your professional meetingsSchedule, record, and review all meetings in one place!Aggregate discussions across all major conference platforms in one searchable, shareable, and secure meeting library. Turn your meetings into searchable records that live in one place.Search your meetings by keyword, key item, or attendee. Sembly agent will join any call it is invited to, introduce itself, and record the call. It can even attend a Zoom call when you’re not there!Navigate effortlessly through notes from your meeting generated automatically by AI. Each topic is clearly defined with detailed bullet points, allowing you to recall key discussions and decisions quickly.Focus on the discussion, Sembly will take meeting notes for you so that you’ll never miss an important decision, issue, risk, event, requirement and much more.Sembly supports 37+ languages in addition to English!Sembly is fluent in English, French, Spanish, German, Italian, Portuguese, Dutch, and Japanese.Semblian is ‘ChatGPT’-like for your meetings. Ask it questions or have it generate an email based on a meeting and get a cogent, professional worded response, saving you hours of manual work.Get valuable insights into meeting efficiency and effectiveness.Say goodbye to unproductive discussions and hello to actionable results.With Sembly Tasks, we’re revolutionizing the way your team manages tasks, empowering you to achieve more than ever before.Stay informed without attending!Can’t attend a meeting because you are double-booked? Send Sembly to the Zoom meeting instead.Easily upload audio or video files to generate a transcript, meeting notes, and insights for pre-recorded meetings.Automate your follow-upsAutomatically stream meeting notes and tasks to your tools with integrations. Stream meeting insights to common tools like Slack, Trello, Todo Apps, and more!",Sembly - AI Meeting Transcripts & Notes,No Link Available
"SmartRecruiters Talent Acquisition Suite is used by high-performance organizations for making the best hires. It has full functionality for recruitment marketing and collaborative hiring built on a modern cloud platform with an open marketplace for 3rd party recruitment services. SmartRecruiters' Zoom Meeting Integration automatically creates Zoom video meeting invites for interviews booked while using calendar integrations. This saves time and effort for recruiters, coordinators, and hiring managers when scheduling video interviews with candidates.For more information about SmartRecruiters, follow us at @ SmartRecruiters on LinkedIn or on https://www.smartrecruiters.com.SmartRecruiters own few separate OAuth apps on the Zoom market place, but they all provide the same features.Each region that SmartRecruiters platform provides has a separate Zoom app.- SmartRecruiters EU-AWS - is a region based in EU and hosted on AWS. https://marketplace.zoom.us/apps/oe6H4QKkQEqZyxii7vKq1A- SmartRecruiters US-AWS - is a region based in US and hosted on AWS. https://marketplace.zoom.us/apps/7DVyoKIYScSs6sWJTPIHQg- SmartRecruiters EU-GCP - is a region based in EU and hosted on Google cloud. https://marketplace.zoom.us/apps/Bhagoq_zTzaOyRiZ2vqi6A- SmartRecruiters Customer Training - is a region based in EU and hosted on Google cloud. For customer training purposes only, and that customers should disconnect/deauthorize after testing. https://marketplace.zoom.us/apps/l23WAseAThGM3nhZb7psiwIf you are unsure which app to use or are unable to connect, please consult your customer service manager or SmartRecruiters support.",SmartRecruiters EU-AWS,No Link Available
